Id,Prediction
252,4465193.12521
253,4147776.33164
254,4270987.743
255,4465193.12521
256,3507797.0722
257,4344548.6205
258,3063743.6265
259,4049674.92913
260,4115366.63494
261,4200748.37629
262,4391632.24772
263,4045127.26823
264,3419125.21239
265,4305367.73397
266,4188927.51244
267,4465193.12521
268,4045127.26823
269,4115366.63494
270,3883331.58272
271,3558377.7957
272,4391632.24772
273,4309572.01715
274,4201631.14868
275,4357252.25675
276,4465193.12521
277,4357252.25675
278,4309572.01715
279,3484816.9182
280,4200748.37629
281,4344548.6205
282,4049674.92913
283,4113396.34067
284,4166368.38532
285,3091396.10372
286,4200748.37629
287,3747874.30954
288,4465193.12521
289,3848951.59174
290,4236011.13966
291,4309572.01715
292,4039835.46317
293,5009098.36
294,3419125.21239
295,5130339.47709
296,3615737.94067
297,4177930.07316
298,3571081.43195
299,4357252.25675
300,3957350.23465
301,4391632.24772
302,4430813.13424
303,4344548.6205
304,4309572.01715
305,4065291.10312
306,4004572.6998
307,4430813.13424
308,3484816.9182
309,4039835.46317
310,4465193.12521
311,3380381.37766
312,4275192.02618
313,3874693.59639
314,3533133.26908
315,4305367.73397
316,3571081.43195
317,4201631.14868
318,4378928.61147
319,4391632.24772
320,4430813.13424
321,4195456.57123
322,4275192.02618
323,4357252.25675
324,4465193.12521
325,4465193.12521
326,4465193.12521
327,4200748.37629
328,4172726.77991
329,5082659.2375
330,3605461.42292
331,4269017.44873
332,4357252.25675
333,5164719.46806
334,5082659.2375
335,4195456.57123
336,3282279.97515
337,4142011.67745
338,4270987.743
339,4309572.01715
340,4910462.72508
341,4269017.44873
342,4173978.67146
343,4239676.02817
344,4115366.63494
345,3785667.232
346,4357252.25675
347,4465193.12521
348,3453505.20337
349,4430813.13424
350,4305367.73397
351,4166115.15067
352,4465193.12521
353,4391632.24772
354,4115366.63494
355,4200748.37629
356,4357252.25675
357,4166368.38532
358,4270987.743
359,4465193.12521
360,4682160.80771
361,3976114.05164
362,4115366.63494
363,4205296.03719
364,4269017.44873
365,4465193.12521
366,3282279.97515
367,3345564.3349
368,3453505.20337
369,3958862.75448
370,3958862.75448
371,4378928.61147
372,4130846.44594
373,4501494.99467
374,4378928.61147
375,4166368.38532
376,3345564.3349
377,4270987.743
378,4080103.87157
379,4045127.26823
380,4401908.76547
381,3721945.82046
382,4115366.63494
383,4080103.87157
384,4293967.897
385,4465193.12521
386,4391632.24772
387,4465193.12521
388,4270987.743
389,4838378.32346
390,4200748.37629
391,4305367.73397
392,4200748.37629
393,3679022.30041
394,4973835.59663
395,4114483.86254
396,4239676.02817
397,4114483.86254
398,4309572.01715
399,4465193.12521
400,3355840.85265
401,3293933.04677
402,4149746.62591
403,4303397.4397
404,3721945.82046
405,4236011.13966
406,4465193.12521
407,4039835.46317
408,3091396.10372
409,3976551.10343
410,4039835.46317
411,4391632.24772
412,3679022.30041
413,3965527.8858
414,3920959.88888
415,4409671.67354
416,5164719.46806
417,4039835.46317
418,4275192.02618
419,4465193.12521
420,4166368.38532
421,4200748.37629
422,3976114.05164
423,3380197.56052
424,4391632.24772
425,4270987.743
426,4236011.13966
427,4039835.46317
428,4684800.90994
429,4049674.92913
430,3355840.85265
431,4052082.2752
432,3976551.10343
433,4430813.13424
434,4270987.743
435,4138715.90809
436,4166368.38532
437,3218401.875
438,3581357.9497
439,4465193.12521
440,4391632.24772
441,4391632.24772
442,3484816.9182
443,4372732.06774
444,5010225.9424
445,4201631.14868
446,5238280.34556
447,4038952.69078
448,4269017.44873
449,4973835.59663
450,4344548.6205
451,3558377.7957
452,4010747.27726
453,4973835.59663
454,3538284.59566
455,4010931.0944
456,3571081.43195
457,3947209.68286
458,3815484.9475
459,3091396.10372
460,4305367.73397
461,4391632.24772
462,4430813.13424
463,3414577.55149
464,4378928.61147
465,4113396.34067
466,4113396.34067
467,4010931.0944
468,3542177.06317
469,4309572.01715
470,4385054.77314
471,3889045.82499
472,3355840.85265
473,4309572.01715
474,4113396.34067
475,4052082.2752
476,3346001.38669
477,4490025.04473
478,3924482.76351
479,4004572.6998
480,4465193.12521
481,4465193.12521
482,4080103.87157
483,4229836.56221
484,4465193.12521
485,4309572.01715
486,4357252.25675
487,4391632.24772
488,4188862.07477
489,3848951.59174
490,4430813.13424
491,3218401.875
492,4308975.60946
493,4200748.37629
494,4344548.6205
495,4039835.46317
496,4465193.12521
497,3644642.30944
498,4125643.15269
499,4309572.01715
500,4115366.63494
501,4113396.34067
502,3924482.76351
503,5164719.46806
504,4430813.13424
505,4201631.14868
506,4465193.12521
507,4391632.24772
508,3785230.18021
509,4344548.6205
510,4391632.24772
511,4391632.24772
512,3282279.97515
513,4465144.70943
514,3484816.9182
515,3785230.18021
516,3605461.42292
517,4328347.88797
518,3883331.58272
519,4391632.24772
520,4205296.03719
521,4344548.6205
522,4973835.59663
523,4305367.73397
524,3484816.9182
525,4166368.38532
526,3495093.43596
527,4653977.36047
528,4378928.61147
529,4236011.13966
530,3443665.73741
531,4465193.12521
532,4430813.13424
533,4120610.02421
534,4465193.12521
535,4385054.77314
536,4045127.26823
537,3995403.53878
538,4049674.92913
539,4344548.6205
540,4003087.22519
541,3903495.4176
542,4200748.37629
543,3571081.43195
544,4236011.13966
545,4270987.743
546,4049674.92913
547,4309572.01715
548,4004572.6998
549,4188927.51244
550,4039835.46317
551,4074215.45414
552,4239676.02817
553,4147776.33164
554,4045127.26823
555,4357252.25675
556,3282279.97515
557,4239676.02817
558,4192212.43274
559,3380197.56052
560,4275192.02618
561,4465193.12521
562,4039835.46317
563,4045127.26823
564,4205296.03719
565,4465193.12521
566,3484816.9182
567,4367528.7745
568,4039835.46317
569,4149746.62591
570,4200748.37629
571,5130339.47709
572,3679022.30041
573,4114483.86254
574,4188927.51244
575,3091396.10372
576,5238280.34556
577,4391632.24772
578,3991730.22562
579,4391632.24772
580,4201631.14868
581,4239676.02817
582,4391632.24772
583,4269017.44873
584,4188862.07477
585,3571081.43195
586,4039835.46317
587,4188927.51244
588,4201631.14868
589,4127323.57131
590,4401908.76547
591,4080103.87157
592,3615737.94067
593,4211907.66644
594,4188927.51244
595,3482846.62393
596,4391632.24772
597,4357252.25675
598,4010494.04261
599,5009098.36
600,4391632.24772
601,4465193.12521
602,4542973.66208
603,3571081.43195
604,4084054.9201
605,4052082.2752
606,4052082.2752
607,3558377.7957
608,3986390.56939
609,4305367.73397
610,4391632.24772
611,3252781.86598
612,4147776.33164
613,4309572.01715
614,4391632.24772
615,4226592.42371
616,4309572.01715
617,4465193.12521
618,5238280.34556
619,4333551.18122
620,4309572.01715
621,4465193.12521
622,4545750.12729
623,4270987.743
624,3605461.42292
625,4166115.15067
626,4391632.24772
627,4200748.37629
628,3293933.04677
629,4344548.6205
630,4465193.12521
631,4775814.88525
632,4465193.12521
633,4465193.12521
634,3421532.55846
635,4200748.37629
636,4391632.24772
637,3924482.76351
638,4200748.37629
639,5118166.81087
640,3800846.35419
641,4347639.20535
642,4085743.86345
643,4329599.77952
644,4269017.44873
645,3154680.46347
646,4430813.13424
647,4039835.46317
648,4258435.10857
649,4201631.14868
650,3380197.56052
651,4205296.03719
652,4465193.12521
653,4270987.743
654,4200748.37629
655,4465193.12521
656,3507797.0722
657,4357252.25675
658,4106801.8442
659,3605461.42292
660,4430813.13424
661,4465193.12521
662,4344548.6205
663,4166115.15067
664,3924482.76351
665,4114483.86254
666,4973835.59663
667,4045127.26823
668,4281264.26075
669,4010494.04261
670,4309572.01715
671,4465193.12521
672,4391632.24772
673,4149746.62591
674,4430813.13424
675,4246287.65741
676,4465193.12521
677,4201631.14868
678,3986390.56939
679,4229836.56221
680,3484816.9182
681,4465193.12521
682,4049674.92913
683,4391632.24772
684,4357252.25675
685,4465193.12521
686,4200748.37629
687,3154680.46347
688,4357252.25675
689,4102830.79092
690,3829934.54011
691,4131735.1597
692,4309572.01715
693,4246287.65741
694,4211907.66644
695,3914081.58344
696,4039835.46317
697,5009098.36
698,3345564.3349
699,3877566.92852
700,4430813.13424
701,3328313.03774
702,4344548.6205
703,4962014.73279
704,4357252.25675
705,4166368.38532
706,4465193.12521
707,4344548.6205
708,4465193.12521
709,4115366.63494
710,4365845.00702
711,4344548.6205
712,4113396.34067
713,3293933.04677
714,4269017.44873
715,3380197.56052
716,3484816.9182
717,4195456.57123
718,4275192.02618
719,4465193.12521
720,4039835.46317
721,4430813.13424
722,4357252.25675
723,4125643.15269
724,4223307.50341
725,4113396.34067
726,4147776.33164
727,4004572.6998
728,3822809.07362
729,4465193.12521
730,3848951.59174
731,3785230.18021
732,4131735.1597
733,5164719.46806
734,4738615.10615
735,4236011.13966
736,4309572.01715
737,4115366.63494
738,4275192.02618
739,3571081.43195
740,4357252.25675
741,4080103.87157
742,4065291.10312
743,4236011.13966
744,4166368.38532
745,4200748.37629
746,3861198.40377
747,4391632.24772
748,4391632.24772
749,4378928.61147
750,5164719.46806
751,3605461.42292
752,4357252.25675
753,3355840.85265
754,3484816.9182
755,3912829.69189
756,3848951.59174
757,4465193.12521
758,4357252.25675
759,4465193.12521
760,4113396.34067
761,3912829.69189
762,4205733.08899
763,3233211.87804
764,4465193.12521
765,4465193.12521
766,4149746.62591
767,4391632.24772
768,4052082.2752
769,4391632.24772
770,4115366.63494
771,3848951.59174
772,3679022.30041
773,4195456.57123
774,4010747.27726
775,4391632.24772
776,3848951.59174
777,4039835.46317
778,3989605.81655
779,3976114.05164
780,4430813.13424
781,4115366.63494
782,4270987.743
783,4465193.12521
784,4083930.61095
785,4236011.13966
786,4138715.90809
787,4305367.73397
788,4275192.02618
789,4465193.12521
790,3484816.9182
791,4465193.12521
792,3346001.38669
793,3355840.85265
794,3790870.52525
795,4465193.12521
796,3414577.55149
797,3558377.7957
798,3558377.7957
799,4205296.03719
800,4391632.24772
801,4309572.01715
802,4236011.13966
803,4188927.51244
804,3912829.69189
805,4138346.78894
806,4357252.25675
807,4305367.73397
808,3419125.21239
809,3421532.55846
810,4344548.6205
811,3605461.42292
812,4270987.743
813,4039835.46317
814,3912829.69189
815,4236011.13966
816,4080103.87157
817,4045127.26823
818,3848951.59174
819,4236011.13966
820,4357252.25675
821,4114483.86254
822,4236011.13966
823,4115366.63494
824,4251490.95065
825,3679022.30041
826,4269017.44873
827,4125643.15269
828,4465193.12521
829,4115366.63494
830,4391632.24772
831,4357252.25675
832,4465193.12521
833,4305367.73397
834,4391632.24772
835,3484816.9182
836,3345564.3349
837,4188927.51244
838,3379944.32587
839,3345564.3349
840,4201631.14868
841,3976114.05164
842,5078454.95432
843,3345564.3349
844,4080103.87157
845,4573933.57454
846,4465193.12521
847,4045127.26823
848,3484816.9182
849,4305367.73397
850,4166368.38532
851,4309572.01715
852,4465193.12521
853,4084054.9201
854,4309572.01715
855,3848951.59174
856,5164719.46806
857,4160678.62752
858,3795554.54914
859,4344548.6205
860,4131735.1597
861,4465193.12521
862,4269017.44873
863,3592757.78667
864,5164719.46806
865,4166115.15067
866,3986390.56939
867,4201631.14868
868,4236011.13966
869,4200748.37629
870,3420814.15574
871,4275192.02618
872,4270987.743
873,4050111.98093
874,4271518.71302
875,4309572.01715
876,4205296.03719
877,4465193.12521
878,4049674.92913
879,4465193.12521
880,3316659.96612
881,3785667.232
882,4974718.36903
883,3571081.43195
884,4223307.50341
885,4391632.24772
886,3345564.3349
887,4309572.01715
888,4239676.02817
889,4200748.37629
890,4465193.12521
891,3644642.30944
892,4465193.12521
893,4114483.86254
894,4378928.61147
895,4309572.01715
896,4201631.14868
897,4115366.63494
898,4080103.87157
899,4465193.12521
900,3409285.74643
901,5203900.35459
902,4102830.79092
903,4344548.6205
904,4147776.33164
905,4004572.6998
906,3592757.78667
907,4223307.50341
908,4430813.13424
909,3355840.85265
910,4391632.24772
911,4430813.13424
912,4039835.46317
913,4465193.12521
914,4142011.67745
915,4391632.24772
916,3409285.74643
917,4270987.743
918,4378928.61147
919,3605461.42292
920,4113396.34067
921,4045127.26823
922,4684800.90994
923,3859810.19309
924,4465193.12521
925,4465193.12521
926,4465193.12521
927,4465193.12521
928,5203900.35459
929,3571081.43195
930,4039835.46317
931,4113396.34067
932,4391632.24772
933,4378928.61147
934,4115366.63494
935,4305367.73397
936,4236011.13966
937,4115366.63494
938,4333551.18122
939,4357252.25675
940,4344548.6205
941,4201631.14868
942,4329599.77952
943,4391632.24772
944,4166368.38532
945,3421532.55846
946,4465193.12521
947,4201631.14868
948,4004572.6998
949,3419562.26419
950,5203900.35459
951,4201631.14868
952,4172726.77991
953,4201631.14868
954,4378928.61147
955,4391632.24772
956,4391632.24772
957,4465193.12521
958,4632014.64104
959,4236011.13966
960,4250894.54296
961,4309572.01715
962,4465193.12521
963,4391632.24772
964,4465193.12521
965,4275192.02618
966,4753958.84462
967,4973835.59663
968,3558377.7957
969,3615737.94067
970,3282279.97515
971,3581357.9497
972,3947462.91751
973,3976114.05164
974,3940851.28827
975,4039835.46317
976,4201631.14868
977,4270987.743
978,4200748.37629
979,4661320.38591
980,4160023.14367
981,3252781.86598
982,3790870.52525
983,4223307.50341
984,4391632.24772
985,3982634.46486
986,4200748.37629
987,3982634.46486
988,4270987.743
989,4188927.51244
990,4465193.12521
991,3421532.55846
992,4430813.13424
993,4941921.53274
994,4357252.25675
995,3785667.232
996,4401908.76547
997,4430813.13424
998,4357252.25675
999,4553379.51744
1000,4290313.83525
1001,3299011.6777
1002,4115366.63494
1003,4391632.24772
1004,4200748.37629
1005,4309572.01715
1006,4407112.05871
1007,3833607.85327
1008,4201631.14868
1009,4195456.57123
1010,3976114.05164
1011,4430813.13424
1012,3443665.73741
1013,4391632.24772
1014,4195456.57123
1015,4166368.38532
1016,4465193.12521
1017,4434150.02121
1018,3760046.97577
1019,4131735.1597
1020,4344548.6205
1021,4113396.34067
1022,5082062.82981
1023,4430813.13424
1024,4074215.45414
1025,4201631.14868
1026,4491276.93628
1027,4131735.1597
1028,4465193.12521
1029,3293933.04677
1030,4465193.12521
1031,3409285.74643
1032,3154680.46347
1033,4391632.24772
1034,3982634.46486
1035,3924482.76351
1036,3827013.3568
1037,3918470.03693
1038,4240113.07996
1039,4166368.38532
1040,4201631.14868
1041,4465193.12521
1042,3571081.43195
1043,3737561.99444
1044,4303397.4397
1045,4465193.12521
1046,4038952.69078
1047,4391632.24772
1048,3924482.76351
1049,4080103.87157
1050,4200748.37629
1051,4465193.12521
1052,3571081.43195
1053,3484816.9182
1054,4465193.12521
1055,3355840.85265
1056,4465193.12521
1057,4357252.25675
1058,3986390.56939
1059,4465193.12521
1060,4309572.01715
1061,3883331.58272
1062,4275192.02618
1063,4205296.03719
1064,4200748.37629
1065,4269017.44873
1066,4357252.25675
1067,4357252.25675
1068,4195456.57123
1069,3828498.83141
1070,4200748.37629
1071,4201631.14868
1072,4465193.12521
1073,4200748.37629
1074,4305367.73397
1075,4391632.24772
1076,3785230.18021
1077,4115366.63494
1078,3484816.9182
1079,4391632.24772
1080,4195456.57123
1081,4115366.63494
1082,3848951.59174
1083,4329599.77952
1084,3189060.45444
1085,3409285.74643
1086,4391632.24772
1087,3420814.15574
1088,3558377.7957
1089,3091396.10372
1090,4465193.12521
1091,4465193.12521
1092,4200748.37629
1093,4205733.08899
1094,3644642.30944
1095,3581357.9497
1096,3419125.21239
1097,4201631.14868
1098,4465193.12521
1099,4025113.38992
1100,5164719.46806
1101,4357252.25675
1102,3571081.43195
1103,4730266.04526
1104,4309572.01715
1105,3976551.10343
1106,4132172.21149
1107,4236011.13966
1108,4039835.46317
1109,4102597.56102
1110,4281264.26075
1111,4195456.57123
1112,3848951.59174
1113,4236011.13966
1114,4113396.34067
1115,3679022.30041
1116,4465193.12521
1117,4200748.37629
1118,4968543.79158
1119,4201631.14868
1120,4166368.38532
1121,3224198.90865
1122,4236011.13966
1123,4391632.24772
1124,4114483.86254
1125,4200748.37629
1126,4465193.12521
1127,4049674.92913
1128,4087740.28709
1129,3982634.46486
1130,4236011.13966
1131,4973835.59663
1132,3519196.90917
1133,4270987.743
1134,5083786.8199
1135,3345564.3349
1136,4465193.12521
1137,4275192.02618
1138,4010747.27726
1139,4430813.13424
1140,4344548.6205
1141,4764817.44597
1142,4465193.12521
1143,4201631.14868
1144,3679022.30041
1145,3940851.28827
1146,4049811.29212
1147,4391632.24772
1148,4113396.34067
1149,4357252.25675
1150,4289558.13885
1151,3409285.74643
1152,5082659.2375
1153,4391632.24772
1154,3316913.20077
1155,3409285.74643
1156,4201631.14868
1157,4200748.37629
1158,4137464.01654
1159,4345079.59052
1160,3752038.73688
1161,4465193.12521
1162,4200748.37629
1163,3484816.9182
1164,4345079.59052
1165,3592757.78667
1166,4357252.25675
1167,4391632.24772
1168,3644642.30944
1169,4309572.01715
1170,4188927.51244
1171,4269017.44873
1172,3218401.875
1173,4391632.24772
1174,3484816.9182
1175,3883331.58272
1176,4149746.62591
1177,4465193.12521
1178,4534350.29032
1179,4539300.34892
1180,5035510.17261
1181,4080103.87157
1182,5238280.34556
1183,4200748.37629
1184,3558377.7957
1185,4201631.14868
1186,4200748.37629
1187,3443665.73741
1188,4391632.24772
1189,4113396.34067
1190,4357252.25675
1191,4305367.73397
1192,4378928.61147
1193,3355840.85265
1194,4465193.12521
1195,4166368.38532
1196,3380197.56052
1197,4430813.13424
1198,3976114.05164
1199,4268180.6563
1200,4465193.12521
1201,4305367.73397
1202,4064760.1331
1203,3756325.81143
1204,4236011.13966
1205,4309572.01715
1206,4391632.24772
1207,3708213.88699
1208,4344548.6205
1209,4391632.24772
1210,4166368.38532
1211,4465193.12521
1212,4115366.63494
1213,4465193.12521
1214,4166115.15067
1215,4303397.4397
1216,4127323.57131
1217,4201631.14868
1218,4465193.12521
1219,3644642.30944
1220,3558377.7957
1221,4391632.24772
1222,4200748.37629
1223,4465193.12521
1224,4357252.25675
1225,4200748.37629
1226,5009098.36
1227,4465193.12521
1228,4039835.46317
1229,4201631.14868
1230,4200748.37629
1231,4195456.57123
1232,3282279.97515
1233,4430813.13424
1234,4391632.24772
1235,3924482.76351
1236,4200748.37629
1237,3484816.9182
1238,4080634.84159
1239,4303397.4397
1240,4080634.84159
1241,4166115.15067
1242,4465193.12521
1243,4004572.6998
1244,4391632.24772
1245,4465193.12521
1246,4115366.63494
1247,4465193.12521
1248,3443665.73741
1249,4391632.24772
1250,4113396.34067
1251,4039835.46317
1252,4391632.24772
1253,4465193.12521
1254,4269017.44873
1255,3154680.46347
1256,4181617.27038
1257,4229836.56221
1258,4465193.12521
1259,3848951.59174
1260,4115366.63494
1261,4200748.37629
1262,4764817.44597
1263,3976551.10343
1264,4309572.01715
1265,3355840.85265
1266,3924482.76351
1267,4973835.59663
1268,3644642.30944
1269,4269017.44873
1270,3091396.10372
1271,4309572.01715
1272,4391632.24772
1273,3189060.45444
1274,4195456.57123
1275,4391632.24772
1276,3981842.90848
1277,4236011.13966
1278,4115366.63494
1279,3484816.9182
1280,4309572.01715
1281,4039835.46317
1282,4039835.46317
1283,3282279.97515
1284,4391632.24772
1285,3811533.5458
1286,3380197.56052
1287,3869958.13851
1288,4200748.37629
1289,4113396.34067
1290,4200748.37629
1291,4131735.1597
1292,5203900.35459
1293,5238280.34556
1294,4357252.25675
1295,4236011.13966
1296,4201631.14868
1297,3909669.99506
1298,4270987.743
1299,3861198.40377
1300,4391632.24772
1301,4052082.2752
1302,4269017.44873
1303,4357252.25675
1304,4010494.04261
1305,4391632.24772
1306,4309572.01715
1307,4391632.24772
1308,4465193.12521
1309,3453505.20337
1310,4396875.63698
1311,4236011.13966
1312,4080103.87157
1313,4236011.13966
1314,4626940.39494
1315,4305367.73397
1316,4309572.01715
1317,4080103.87157
1318,4357252.25675
1319,4357252.25675
1320,5238280.34556
1321,3981842.90848
1322,4886483.56102
1323,3345564.3349
1324,4270987.743
1325,4052082.2752
1326,4430813.13424
1327,4309572.01715
1328,4465193.12521
1329,4200748.37629
1330,4391632.24772
1331,3484816.9182
1332,4127323.57131
1333,4401908.76547
1334,3519196.90917
1335,4309572.01715
1336,3484816.9182
1337,4301730.80507
1338,3495093.43596
1339,4172726.77991
1340,4115366.63494
1341,4465193.12521
1342,4378928.61147
1343,3409285.74643
1344,4465193.12521
1345,3380197.56052
1346,4004572.6998
1347,3924482.76351
1348,4080103.87157
1349,4115366.63494
1350,4166368.38532
1351,4309572.01715
1352,4270987.743
1353,4166368.38532
1354,4378928.61147
1355,4275192.02618
1356,4391632.24772
1357,4465193.12521
1358,4166368.38532
1359,3345564.3349
1360,3971106.05556
1361,5238280.34556
1362,4004572.6998
1363,4188927.51244
1364,4060010.67153
1365,4010747.27726
1366,4391632.24772
1367,4430813.13424
1368,4430813.13424
1369,4391632.24772
1370,4153354.5014
1371,4205296.03719
1372,4465193.12521
1373,4465193.12521
1374,3924482.76351
1375,4682160.80771
1376,4201631.14868
1377,3848951.59174
1378,4465193.12521
1379,4465193.12521
1380,4195456.57123
1381,5203900.35459
1382,4039835.46317
1383,4275192.02618
1384,3558377.7957
1385,4391632.24772
1386,3785230.18021
1387,3571081.43195
1388,4465193.12521
1389,4188927.51244
1390,4201631.14868
1391,3355840.85265
1392,3429826.43655
1393,4270987.743
1394,4293967.897
1395,4344548.6205
1396,4149746.62591
1397,4200748.37629
1398,4391632.24772
1399,4236011.13966
1400,4271518.71302
1401,4465193.12521
1402,4357252.25675
1403,4275192.02618
1404,3397113.08021
1405,4357252.25675
1406,3495093.43596
1407,4465193.12521
1408,4080103.87157
1409,4465193.12521
1410,4200748.37629
1411,3571081.43195
1412,4465193.12521
1413,4945814.00026
1414,3976551.10343
1415,4149746.62591
1416,4303397.4397
1417,4138346.78894
1418,3848951.59174
1419,4465193.12521
1420,5164719.46806
1421,4166368.38532
1422,4275192.02618
1423,5130339.47709
1424,4280884.29255
1425,4729309.8726
1426,3644642.30944
1427,4391632.24772
1428,3924482.76351
1429,3218401.875
1430,4465193.12521
1431,3328313.03774
1432,4236011.13966
1433,4115366.63494
1434,3282279.97515
1435,3679022.30041
1436,4115366.63494
1437,4257563.18523
1438,3558377.7957
1439,4229836.56221
1440,4465193.12521
1441,4357252.25675
1442,3484816.9182
1443,4127323.57131
1444,3345564.3349
1445,3597545.21122
1446,5164719.46806
1447,4115366.63494
1448,4033240.96671
1449,4200748.37629
1450,4200748.37629
1451,4006335.54039
1452,4309572.01715
1453,3558377.7957
1454,4357252.25675
1455,4309572.01715
1456,4391632.24772
1457,4113396.34067
1458,4465193.12521
1459,4236011.13966
1460,3912423.94534
1461,4113396.34067
1462,4250894.54296
1463,3519196.90917
1464,4050111.98093
1465,4430813.13424
1466,3848951.59174
1467,4465193.12521
1468,4115366.63494
1469,4391632.24772
1470,4111843.76031
1471,4303397.4397
1472,4465193.12521
1473,3282279.97515
1474,4430813.13424
1475,3877566.92852
1476,4465193.12521
1477,4201631.14868
1478,4200748.37629
1479,4251490.95065
1480,4391632.24772
1481,4236011.13966
1482,4201631.14868
1483,4045127.26823
1484,4430813.13424
1485,4247286.66748
1486,4236011.13966
1487,4391632.24772
1488,4270987.743
1489,4080103.87157
1490,4115366.63494
1491,4049674.92913
1492,4243335.26578
1493,4465193.12521
1494,4403160.65702
1495,4391632.24772
1496,4391632.24772
1497,4378928.61147
1498,4115366.63494
1499,4344548.6205
1500,4086462.26617
1501,4465193.12521
